host_response_time,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,price
within an hour,100%,Copacabana,13.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22420-043,-22.98466,-43.21162,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,$200.00,$50.00,2,1125,34,87.0,0.92,401.0
within an hour,97%,Flamengo,313.0,Leblon,Rio de Janeiro,Rio de Janeiro,22450-000,-22.98505,-43.22815,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$140.00,$0.00,2,730,8,85.0,0.65,116.0
within an hour,100%,Ipanema,17.0,Copacabana,Rio De Janeiro,Rio de Janeiro,22070-001,-22.982229999999998,-43.18949,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,$0.00,$170.00,$0.00,3,1125,1,100.0,0.04,270.0
within a day,100%,,1.0,Flamengo,Rio,Rio de Janeiro,22210-080,-22.9361,-43.180040000000005,Apartment,Entire home/apt,6,2.5,2.0,4.0,Real Bed,,,$135.00,2,1125,2,90.0,0.03,598.0
within an hour,100%,Ipanema,5.0,Barra da Tijuca,Rio,Rio de Janeiro,22630,-23.00703,-43.324020000000004,Apartment,Entire home/apt,6,1.5,3.0,4.0,Real Bed,$700.00,,$0.00,5,30,1,100.0,0.03,695.0
within an hour,100%,Recreio dos Bandeirantes,2.0,Recreio dos Bandeirantes,Rio de Janeiro,State of Rio de Janeiro,22790-280,-23.01468,-43.452259999999995,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$500.00,$150.00,$50.00,2,90,3,100.0,0.14,251.0
within a few hours,100%,,15.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22711,-22.968629999999997,-43.3881,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$500.00,$120.00,$0.00,3,1125,3,93.0,0.17,160.0
within a few hours,90%,Barra da Tijuca,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22620-172,-23.011110000000002,-43.32229,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,,,$50.00,1,1125,32,99.0,0.85,347.0
within a day,75%,,2.0,,Rio,Rio de Janeiro,21321-620,-22.9018,-43.349740000000004,Condominium,Private room,4,1.0,1.0,3.0,Futon,$0.00,$0.00,$42.00,1,120,1,100.0,0.18,66.0
within a day,50%,Copacabana,6.0,Copacabana,Rio,Rio de Janeiro,22051-002,-22.97726,-43.19283,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$500.00,$120.00,$0.00,4,1125,3,80.0,0.05,251.0
within an hour,100%,Barra da Tijuca,5.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22711,-22.96839,-43.38698,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$80.00,$0.00,1,30,3,100.0,0.53,120.0
within a day,50%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22081-025,-22.9846,-43.1902,Apartment,Entire home/apt,5,1.0,0.0,2.0,Real Bed,$0.00,$120.00,$60.00,5,1125,9,98.0,0.26,82.0
within a few hours,100%,Recreio dos Bandeirantes,1.0,Recreio dos Bandeirantes,Rio de Janeiro,Rio de Janeiro,22785,-23.02058,-43.49125,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$500.00,$120.00,$0.00,2,1125,8,98.0,0.38,201.0
within a few hours,90%,Copacabana,6.0,Copacabana,Rio,Rio de Janeiro,,-22.96344,-43.17913,Loft,Entire home/apt,4,1.0,0.0,2.0,Real Bed,$0.00,$85.00,$25.00,4,1125,27,96.0,0.71,181.0
a few days or more,33%,,1.0,Santa Teresa,Rio de Janeiro,RJ,20241-060,-22.91638,-43.17915,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,1,15,2,100.0,0.53,100.0
within an hour,100%,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22080-030,-22.985429999999997,-43.193000000000005,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,"$1,000.00",$150.00,$40.00,3,1125,1,100.0,0.03,282.0
within an hour,86%,Ipanema,14.0,Ipanema,Rio de Janeiro,Rio de Janeiro,,-22.982860000000002,-43.20969,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$0.00,$150.00,$0.00,4,31,25,96.0,0.96,598.0
,,Copacabana,5.0,Botafogo,Rio,Rio de Janeiro,22290-190,-22.95155,-43.17734,Apartment,Entire home/apt,7,3.0,3.0,7.0,Real Bed,"$1,000.00",$250.00,$150.00,4,10,4,100.0,0.07,1000.0
within an hour,100%,,2.0,Barra da Tijuca,Camorim,Rio de Janeiro,22783-116,-22.98264,-43.41233,Condominium,Entire home/apt,8,2.0,2.0,4.0,Real Bed,,$120.00,$0.00,3,30,7,100.0,1.94,359.0
within an hour,100%,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22041-060,-22.96718,-43.189679999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,$77.00,$0.00,7,90,8,95.0,0.45,120.0
a few days or more,45%,,4.0,Copacabana,Rio de Janeiro,RJ,22011-001,-22.96508,-43.17951,Apartment,Entire home/apt,7,1.0,2.0,6.0,Real Bed,$600.00,$170.00,$0.00,2,1125,2,80.0,0.08,259.0
within a few hours,100%,,4.0,Copacabana,Rio de Janeiro,Rio de Janeiro,,-22.963420000000003,-43.17925,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$0.00,$100.00,$30.00,2,1125,3,100.0,0.09,131.0
within a day,100%,Copacabana,3.0,Copacabana,Rio,Rio de Janeiro,22020-001,-22.97653,-43.19027,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$386.00,$193.00,$96.00,3,89,2,90.0,0.03,216.0
within a few hours,90%,São Conrado,1.0,São Conrado,São Conrado,Rio de Janeiro,22610-010,-22.9948,-43.25338,Apartment,Private room,3,1.5,2.0,2.0,Real Bed,$0.00,$0.00,$75.00,2,1125,15,100.0,4.17,170.0
within an hour,96%,Ipanema,7.0,Copacabana,Copacabana,Rio de Janeiro,22071-060,-22.98164,-43.19648,Loft,Private room,14,4.0,4.0,0.0,Real Bed,"$2,163.00",$0.00,$130.00,2,60,4,100.0,1.22,2053.0
,,,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22410-001,-22.98501,-43.203759999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,$150.00,$0.00,2,20,3,100.0,0.07,312.0
within a few hours,90%,,6.0,Leblon,Leblon,Rio de Janeiro,22431-001,-22.98434,-43.22296,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$500.00,$150.00,$0.00,2,1125,2,80.0,0.3,234.0
,,Catete,2.0,Catete,Rio,Rio de Janeiro,22221-020,-22.92965,-43.17845,Apartment,Entire home/apt,4,1.0,0.0,2.0,Airbed,"$1,200.00",$80.00,$0.00,3,1125,1,100.0,0.02,201.0
,,,1.0,,Rio de Janeiro,Rio de Janeiro,22641-530,-22.98349,-43.30263,Condominium,Entire home/apt,12,5.0,4.0,12.0,Real Bed,"$5,000.00",$300.00,$150.00,5,1125,1,100.0,0.02,2999.0
within an hour,97%,,2.0,Ipanema,Rio de Janeiro,RJ,22420010,-22.985529999999997,-43.19624,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$20.00,$50.00,1,15,27,95.0,1.76,50.0
,,Leme,1.0,Copacabana,Rio,Rio de Janeiro,22011,-22.96169,-43.17568,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$500.00,$80.00,$0.00,3,21,12,92.0,0.15,181.0
within an hour,97%,Del Castilho,23.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22775-130,-22.96706,-43.391290000000005,Apartment,Entire home/apt,10,2.0,3.0,6.0,Real Bed,$500.00,$150.00,$25.00,3,300,34,86.0,0.5,297.0
within a day,75%,Barra da Tijuca,2.0,Barra da Tijuca,Rio,Rio de Janeiro,22640,-23.00808,-43.32379,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,$120.00,"$1,000.00",4,30,7,97.0,0.15,151.0
within a few hours,100%,Tijuca,1.0,Tijuca,Tijuca,Rio de Janeiro,20510-060,-22.92906,-43.2443,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,,$180.00,$30.00,2,1125,3,100.0,0.53,151.0
,,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22783-119,-22.98004,-43.41581,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,$682.00,$195.00,$312.00,4,1125,1,100.0,0.03,545.0
within an hour,100%,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,,-22.97259,-43.18873,Apartment,Entire home/apt,9,2.0,3.0,5.0,Real Bed,"$1,100.00",$370.00,$200.00,3,30,17,95.0,0.23,452.0
,,Maracanã,1.0,Maracanã,Rio de Janeiro,Rio de Janeiro,20550-170,-22.91292,-43.235,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,$500.00,$50.00,$80.00,1,1125,1,100.0,0.03,81.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-002,-22.96552,-43.17732,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,,$80.00,$0.00,2,1125,1,100.0,0.03,152.0
,,,2.0,Recreio dos Bandeirantes,Rio de Janeiro,RJ,22785,-23.02532,-43.489940000000004,Apartment,Entire home/apt,6,2.0,2.0,5.0,Real Bed,$500.00,$100.00,$0.00,2,1125,1,100.0,0.05,351.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,State of Rio de Janeiro,22031-012,-22.96828,-43.18728,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$60.00,$60.00,5,1125,13,100.0,0.61,131.0
within a day,67%,Leblon,1.0,Leblon,Rio de Janeiro,Rio de Janeiro,22430-190,-22.97976,-43.22048,Apartment,Entire home/apt,5,2.0,2.0,1.0,Real Bed,,$100.00,$0.00,3,1125,12,98.0,0.35,340.0
a few days or more,0%,Lagoa,1.0,Lagoa,Rio de Janeiro,Rio de Janeiro,22431-000,-22.976760000000002,-43.223659999999995,Apartment,Entire home/apt,6,2.0,2.0,5.0,Real Bed,$600.00,$150.00,$80.00,2,30,4,100.0,0.1,490.0
a few days or more,33%,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,,-22.97438,-43.18825,Apartment,Entire home/apt,5,1.0,1.0,5.0,Real Bed,$400.00,$150.00,$0.00,30,1125,1,100.0,0.06,181.0
,,Maracanã,1.0,Maracanã,Rio de Janeiro,Rio de Janeiro,20550-013,-22.91324,-43.233259999999994,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"$1,500.00",$150.00,"$1,000.00",1,1125,3,100.0,0.11,152.0
,,,3.0,Barra da Tijuca,Itanhangá,Rio de Janeiro,22641-010,-22.99764,-43.30503,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,$80.00,$0.00,2,1125,2,100.0,0.1,151.0
within a few hours,100%,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071-100,-22.98049,-43.193509999999996,Apartment,Entire home/apt,8,3.0,3.0,8.0,Real Bed,$800.00,$240.00,$0.00,2,1125,9,91.0,0.15,579.0
within a few hours,100%,,3.0,Barra da Tijuca,Camorim,Rio de Janeiro,22783-145,-22.9752,-43.41406,Serviced apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$0.00,$100.00,$130.00,1,1125,3,100.0,0.86,131.0
within an hour,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22050-010,-22.97447,-43.188390000000005,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,$0.00,$205.00,$58.00,3,1125,41,96.0,2.42,143.0
,,Santa Teresa,2.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20241-020,-22.918020000000002,-43.179590000000005,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$450.00,$120.00,$0.00,7,360,11,93.0,0.14,154.0
within an hour,100%,Flamengo,4.0,Flamengo,Rio de Janeiro,State of Rio de Janeiro,22250-020,-22.93989,-43.17192,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$400.00,$20.00,$60.00,1,40,40,91.0,0.87,62.0
,,,1.0,Copacabana,Rio de Janeiro,RJ,22050-010,-22.972479999999997,-43.18619,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,$150.00,$0.00,2,1125,1,100.0,0.06,300.0
,,,1.0,Ipanema,Rio de Janeiro,RJ,22410001,-22.98351,-43.19986,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$150.00,$0.00,1,1125,1,100.0,0.05,195.0
within a few hours,100%,Ipanema,4.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22411-030,-22.9822,-43.20005,Apartment,Entire home/apt,5,2.0,2.0,4.0,Real Bed,,$160.00,$0.00,2,1125,38,85.0,2.31,452.0
,,Grajaú,2.0,Grajaú,Grajau,Rio de Janeiro,20561-210,-22.92454,-43.26312,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,$0.00,$120.00,$60.00,1,1125,1,100.0,0.31,62.0
within a day,100%,Laranjeiras,1.0,Laranjeiras,Rio de Janeiro,Rio de Janeiro,22231-140,-22.93243,-43.18096,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,$500.00,$300.00,$80.00,3,1125,13,95.0,0.37,160.0
within a few hours,100%,Lagoa,7.0,Botafogo,Botafogo,Rio de Janeiro,22290-040,-22.953139999999998,-43.175709999999995,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,,$150.00,$65.00,5,50,1,100.0,0.28,282.0
,,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22051-030,-22.97131,-43.19001,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,$0.00,4,1125,4,95.0,0.23,82.0
,,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22021-010,-22.96475,-43.178290000000004,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,,$130.00,$75.00,2,30,2,100.0,0.06,401.0
within an hour,100%,Recreio dos Bandeirantes,4.0,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio de Janeiro,22790-871,-23.02305,-43.51174,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,,$77.00,$0.00,1,1125,2,100.0,0.51,120.0
,,,4.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22061-000,-22.9768,-43.19299,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$500.00,$200.00,$125.00,3,30,1,100.0,0.18,502.0
within an hour,96%,Copacabana,9.0,Leme,Leme,Rio de Janeiro,22010,-22.96288,-43.16957,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,$0.00,$80.00,$0.00,2,1125,1,80.0,0.45,151.0
within a few hours,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22081-020,-22.98696,-43.19135,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,$120.00,$30.00,2,1125,3,100.0,0.8,158.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22070-001,-22.98317,-43.18983,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,$500.00,$100.00,$150.00,2,15,3,80.0,0.09,259.0
,,Laranjeiras,1.0,Laranjeiras,Rio de Janeiro,Rio de Janeiro,22240-005,-22.93926,-43.19471,Apartment,Entire home/apt,7,1.0,1.0,1.0,Real Bed,$0.00,$70.00,$50.00,1,1125,2,90.0,0.12,171.0
,,,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22051-030,-22.97137,-43.189370000000004,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,$50.00,$0.00,5,15,7,94.0,0.2,131.0
,,,,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22780,-22.9784,-43.41735,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$350.00,$100.00,$0.00,2,1125,4,93.0,0.08,132.0
within an hour,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22070,-22.97211,-43.18575,Condominium,Entire home/apt,8,2.0,3.0,4.0,Real Bed,$0.00,$386.00,$116.00,2,30,32,96.0,1.48,741.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22051,-22.97488,-43.191629999999996,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$579.00,$39.00,$0.00,3,10,1,80.0,0.03,386.0
within a day,50%,,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071-030,-22.97685,-43.19502,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,$0.00,1,1125,6,90.0,0.14,54.0
within an hour,100%,,2.0,Praça da Bandeira,Rio de Janeiro,Rio de Janeiro,20270,-22.90956,-43.22013,Loft,Entire home/apt,3,1.0,1.0,3.0,Real Bed,$0.00,$0.00,$0.00,2,1125,10,100.0,0.61,50.0
within a few hours,100%,Catete,1.0,Catete,Rio de Janeiro,Rio de Janeiro,22221-000,-22.92515,-43.177929999999996,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,$393.00,$299.00,$0.00,2,90,51,98.0,1.13,120.0
within an hour,100%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22011-040,-22.962670000000003,-43.17685,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,,$0.00,3,60,64,90.0,2.48,116.0
,,Tijuca,1.0,Tijuca,Rio de Janeiro,Rio de Janeiro,20550144,-22.919710000000002,-43.23174,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,$35.00,$20.00,2,30,1,100.0,0.03,152.0
,,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22420-041,-22.98656,-43.20493,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"$10,000.00",$150.00,$0.00,2,1125,4,100.0,0.15,699.0
,,,,Barra da Tijuca,Rio de Janeiro,RJ,22630-011,-23.008779999999998,-43.3456,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,$180.00,$40.00,3,60,11,93.0,1.8,189.0
,,Flamengo,2.0,Flamengo,Rio de Janeiro,Rio de Janeiro,,-22.93739,-43.17671,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,$0.00,1,5,29,97.0,0.84,74.0
within a few hours,100%,Barra de Guaratiba,5.0,Barra de Guaratiba,Rio de Janeiro,RJ,23020,-23.02508,-43.5462,Loft,Entire home/apt,4,1.5,1.0,0.0,Real Bed,,$100.00,$0.00,1,28,22,100.0,0.91,401.0
,,Botafogo,1.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22271-010,-22.95415,-43.19435,Apartment,Shared room,2,2.0,1.0,2.0,Real Bed,,$50.00,$80.00,1,1125,1,80.0,0.02,89.0
,,Tijuca,1.0,Tijuca,Rio,Rio de Janeiro,20521-060,-22.931810000000002,-43.23209,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,,,$70.00,2,30,3,100.0,0.09,124.0
within a day,75%,,1.0,Barra da Tijuca,Rio de Janeiro,RJ,22631-455,-23.005329999999997,-43.325070000000004,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,,,$80.00,1,1125,4,100.0,0.12,139.0
within an hour,100%,Ipanema,46.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22410-000,-22.984920000000002,-43.20095,Apartment,Entire home/apt,6,1.0,3.0,1.0,Real Bed,$0.00,$229.00,$30.00,2,365,3,100.0,0.51,575.0
,,Copacabana,3.0,Copacabana,Copacabana,Rio de Janeiro,22070-001,-22.98351,-43.1912,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$400.00,$80.00,$0.00,2,30,11,100.0,1.4,152.0
,,Copacabana,5.0,Copacabana,Copacabana,Rio de Janeiro,22071-100,-22.98023,-43.19038,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$16.00,$0.00,1,1125,1,100.0,0.06,101.0
within an hour,100%,Barra da Tijuca,3.0,Barra da Tijuca,Rio de Janeiro,RJ,22780-175,-22.96366,-43.40183,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"$4,000.00",$150.00,$100.00,1,1125,6,97.0,0.3,100.0
within an hour,100%,Catete,4.0,Catete,Catete,Rio de Janeiro,22221-010,-22.92855,-43.17917,Condominium,Entire home/apt,6,3.0,3.0,3.0,Real Bed,,,$0.00,1,1125,1,100.0,0.28,502.0
,,Engenho Novo,1.0,Engenho Novo,Engenho Novo,Rio de Janeiro,20710-180,-22.910439999999998,-43.27322,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,,$150.00,$0.00,4,1125,1,100.0,0.06,125.0
,,,1.0,Flamengo,Rio de Janeiro,RJ,22230-001,-22.93815,-43.17627,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$180.00,$60.00,2,90,1,80.0,0.03,351.0
within a few hours,82%,,11.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22290-130,-22.96032,-43.17937,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,$50.00,$100.00,1,1125,7,94.0,0.2,158.0
,,,2.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22631-000,-23.00562,-43.31844,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,$0.00,1,30,5,92.0,0.28,160.0
within an hour,100%,Laranjeiras,3.0,Laranjeiras,Rio de Janeiro,Rio de Janeiro,22231-080,-22.93724,-43.181740000000005,Condominium,Entire home/apt,6,3.0,3.0,3.0,Real Bed,$0.00,$300.00,$200.00,7,60,2,100.0,0.36,648.0
within a few hours,83%,Barra da Tijuca,4.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22611-022,-23.00808,-43.2946,Hostel,Private room,3,1.0,1.0,3.0,Real Bed,$0.00,$0.00,$40.00,1,1125,5,100.0,0.24,170.0
within an hour,100%,,1.0,Leblon,Leblon,Rio de Janeiro,22430-050,-22.98341,-43.215740000000004,Apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,$0.00,$145.00,$0.00,1,1125,12,97.0,3.36,1200.0
,,,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22051,-22.97041,-43.18745,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,,$50.00,2,30,13,94.0,0.33,152.0
,,,1.0,Recreio dos Bandeirantes,Rio de Janeiro,Rio de Janeiro,22790-580,-23.021060000000002,-43.47886,Apartment,Entire home/apt,4,3.0,2.0,3.0,Real Bed,,$126.00,$0.00,3,1125,1,80.0,0.03,1424.0
a few days or more,40%,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22783119,-22.97883,-43.41615,Condominium,Entire home/apt,4,2.0,2.0,4.0,Real Bed,,$200.00,$0.00,5,60,7,100.0,0.2,251.0
within an hour,100%,,1.0,Bento Ribeiro,Vila Valqueire,Rio de Janeiro,21330,-22.88521,-43.36526,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,,$100.00,$0.00,1,10,12,100.0,0.63,151.0
within a few hours,100%,Gávea,9.0,Gávea,Rio de Janeiro,Rio de Janeiro,22451,-22.98165,-43.23512,House,Entire home/apt,15,4.5,6.0,8.0,Real Bed,"$4,151.00",$500.00,$80.00,4,1125,5,92.0,0.12,1401.0
within an hour,100%,Recreio dos Bandeirantes,1.0,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio de Janeiro,22790-877,-23.030739999999998,-43.47721,Apartment,Entire home/apt,5,2.5,2.0,4.0,Real Bed,$0.00,$150.00,$75.00,2,15,12,95.0,2.61,502.0
within an hour,100%,,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,,-22.98443,-43.20401,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,,$0.00,2,14,25,94.0,0.92,479.0
within an hour,100%,Leme,2.0,Leme,Rio de Janeiro,Rio de Janeiro,22010-010,-22.96262,-43.16873,Apartment,Entire home/apt,5,3.0,2.0,6.0,Real Bed,,$150.00,$50.00,2,90,3,100.0,0.84,301.0
within an hour,100%,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22020-060,-22.96689,-43.1805,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$65.00,$0.00,2,14,2,100.0,0.51,131.0
,,,1.0,Leblon,Leblon,Rio de Janeiro,22450,-22.983829999999998,-43.22885,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"$5,000.00",$50.00,$190.00,1,4,4,85.0,0.19,199.0
within a day,80%,Barra da Tijuca,2.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22620-172,-23.01294,-43.322559999999996,Apartment,Entire home/apt,5,1.0,1.0,5.0,Real Bed,$400.00,,$0.00,2,30,153,96.0,2.03,220.0
,,,1.0,Flamengo,Flamengo,Rio de Janeiro,,-22.93424,-43.17796,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$0.00,$65.00,1,5,1,80.0,0.06,90.0
within a day,67%,,1.0,Leblon,Leblon,Rio de Janeiro,22431-050,-22.985889999999998,-43.227709999999995,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,$0.00,$150.00,$0.00,1,1125,2,100.0,0.12,378.0
within an hour,100%,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22420-040,-22.9841,-43.205870000000004,Serviced apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$800.00,$170.00,$0.00,1,89,94,99.0,3.97,409.0
within an hour,100%,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22421-020,-22.9825,-43.205040000000004,Apartment,Entire home/apt,5,3.0,3.0,3.0,Real Bed,"$4,863.00",$340.00,$146.00,5,300,48,88.0,0.55,849.0
within a few hours,100%,,5.0,,Rio,Rio de Janeiro,22641-540,-22.98116,-43.30408,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$60.00,$0.00,1,120,8,98.0,0.19,104.0
,,Flamengo,2.0,Flamengo,Glória,Rio de Janeiro,22220-001,-22.92752,-43.17573,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,$0.00,$150.00,$30.00,5,7,2,100.0,0.36,300.0
,,Tijuca,2.0,Tijuca,Rio de Janeiro,Rio de Janeiro,20520-160,-22.93048,-43.23575,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,,,$50.00,6,20,1,100.0,0.04,199.0
,,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071-100,-22.98024,-43.19352,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$850.00,$60.00,$20.00,4,365,46,87.0,0.66,185.0
within an hour,99%,Copacabana,13.0,Copacabana,Rio de Janeiro,Rio de Janeiro,,-22.98481,-43.19253,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,$80.00,$60.00,1,1125,5,100.0,0.18,151.0
within a few hours,100%,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22040-010,-22.96847,-43.1837,Apartment,Entire home/apt,10,1.5,1.0,6.0,Real Bed,$387.00,$250.00,$50.00,3,1125,1,100.0,0.06,181.0
within a day,60%,Catete,1.0,Catete,Flamengo,Rio de Janeiro,22220-040,-22.92886,-43.1784,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$0.00,$0.00,1,1125,17,90.0,0.86,127.0
